mean,cc_or,cc_ci_l,cc_ci_r,n
117.1139601,1.874406569,1.499348565,2.343284322,351
130.2726223,1.378027185,1.334310339,1.423176354,24257
137.3417707,0.320301737,0.301539745,0.340231111,140249
139.1098373,0.717530616,0.694845523,0.740956325,120369
149.6629621,3.235363891,3.038847764,3.444588318,4139
164.0733945,6.380530308,4.329691481,9.402787055,109
