mean,cc_or,cc_ci_l,cc_ci_r,n
112.3157895,1.199904509,0.605289203,2.378649453,38
131.7351018,1.513246842,1.453528454,1.575418767,16361
137.3385605,0.339537522,0.294438645,0.391544148,51462
139.9125488,0.660075907,0.634032705,0.687188845,35860
152.5254989,4.665613117,3.846411583,5.65928666,451
